Incumbent,Party,Candidate Name,Percentage,State Code,District,Vote,State
/,Ind.,Gilbert,2.7%,RI,2nd,"5,454",Rhode Island 
incumbent,Republican,Mace,56.5%,SC,1st,"153,757",South Carolina 
/,Democratic,Andrews,42.5%,SC,1st,"115,796",South Carolina 
/,/,Oddo,1.0%,SC,1st,"2,634",South Carolina 
incumbent,Republican,Wilson,60.1%,SC,2nd,"147,699",South Carolina 
/,Democratic,Larkins,39.9%,SC,2nd,"98,081",South Carolina 
incumbent,Republican,Duncan,0,SC,3rd,0,South Carolina 
incumbent,Republican,Timmons,0,SC,4th,0,South Carolina 
incumbent,Republican,Norman,64.0%,SC,5th,"154,725",South Carolina 
/,Democratic,Hundley,34.5%,SC,5th,"83,299",South Carolina 
/,Green Party,Gaither,1.5%,SC,5th,"3,547",South Carolina 
incumbent,Democratic,Clyburn,62.1%,SC,6th,"130,923",South Carolina 
/,Republican,Buckner,37.9%,SC,6th,"79,879",South Carolina 
incumbent,Republican,Fry,64.9%,SC,7th,"164,440",South Carolina 
/,Democratic,Scott,35.1%,SC,7th,"89,030",South Carolina 
incumbent,Republican,Dusty Johnson,77.4%,/,/,"253,786",South Dakota 
/,Libertarian Party,Collin Duprel,22.6%,/,/,"74,010",South Dakota 
incumbent,Republican,Harshbarger,78.3%,01,1st,"147,253",Tennessee 
/,Democratic,Parsons,19.7%,01,1st,"37,032",Tennessee 
/,Ind.,Baker,1.3%,01,1st,"2,466",Tennessee 
/,Ind.,Makrom,0.7%,01,1st,"1,245",Tennessee 
incumbent,Republican,Burchett,67.9%,01,2nd,"141,041",Tennessee 
/,Democratic,Harmon,32.1%,01,2nd,"66,637",Tennessee 
incumbent,Republican,Fleischmann,68.3%,01,3rd,"136,193",Tennessee 
/,Democratic,Gorman,30.2%,01,3rd,"60,250",Tennessee 
/,Ind.,Tyler,0.9%,01,3rd,"1,731",Tennessee 
/,Ind.,Rumba,0.6%,01,3rd,"1,117",Tennessee 
incumbent,Republican,DesJarlais,70.6%,01,4th,"122,336",Tennessee 
/,Democratic,Steele,25.7%,01,4th,"44,628",Tennessee 
/,Ind.,Winton,1.6%,01,4th,"2,834",Tennessee 
/,Ind.,Benson,1.0%,01,4th,"1,804",Tennessee 
/,Ind.,Jones,0.4%,01,4th,708,Tennessee 
/,Ind.,Chandler,0.3%,01,4th,584,Tennessee 
/,Ind.,Magyer,0.3%,01,4th,454,Tennessee 
incumbent,Republican,Ogles,55.9%,01,5th,"123,358",Tennessee 
/,Democratic,Campbell,42.3%,01,5th,"93,375",Tennessee 
/,Ind.,Brantley,0.9%,01,5th,"2,083",Tennessee 
/,Ind.,Cooper,0.5%,01,5th,"1,125",Tennessee 
/,Ind.,Shannon,0.4%,01,5th,846,Tennessee 
incumbent,Republican,Rose,66.3%,01,6th,"129,311",Tennessee 
/,Democratic,Cooper,33.7%,01,6th,"65,598",Tennessee 
incumbent,Republican,Green,60.0%,01,7th,"108,358",Tennessee 
/,Democratic,Kelly,38.1%,01,7th,"68,897",Tennessee 
/,Ind.,Hooper,1.9%,01,7th,"3,423",Tennessee 
incumbent,Republican,Kustoff,73.9%,01,8th,"156,628",Tennessee 
/,Democratic,Williams,24.4%,01,8th,"51,826",Tennessee 
/,Ind.,Hart,1.2%,01,8th,"2,532",Tennessee 
/,Ind.,Henley,0.5%,01,8th,"1,062",Tennessee 
incumbent,Democratic,Cohen,70.0%,01,9th,"93,755",Tennessee 
/,Republican,Bergmann,26.2%,01,9th,"35,112",Tennessee 
/,Ind.,Flinn,2.5%,01,9th,"3,348",Tennessee 
/,Ind.,Clark,0.9%,01,9th,"1,160",Tennessee 
/,Ind.,Cook,0.4%,01,9th,484,Tennessee 
incumbent,Republican,Moran,78.1%,01,1st,"183,005",Texas 
/,Democratic,Jefferson,21.9%,01,1st,"51,288",Texas 
incumbent,Republican,Crenshaw,65.9%,01,2nd,"151,369",Texas 
/,Democratic,Fulford,34.1%,01,2nd,"78,216",Texas 
incumbent,Republican,Self,60.6%,01,3rd,"163,945",Texas 
/,Democratic,Srivastava,36.9%,01,3rd,"99,764",Texas 
/,Libertarian Party,Claytor,2.5%,01,3rd,"6,890",Texas 
incumbent,Republican,Fallon,66.8%,01,4th,"170,467",Texas 
/,Democratic,Omere,30.9%,01,4th,"78,866",Texas 
/,Libertarian Party,Simmons,2.4%,01,4th,"6,035",Texas 
incumbent,Republican,Gooden,64.1%,01,5th,"135,990",Texas 
/,Democratic,Hill,33.8%,01,5th,"71,770",Texas 
/,Libertarian Party,Hale,2.0%,01,5th,"4,296",Texas 
incumbent,Republican,Ellzey,0,01,6th,0,Texas 
incumbent,Democratic,Fletcher,63.8%,01,7th,"115,390",Texas 
/,Republican,Teague,36.2%,01,7th,"65,593",Texas 
incumbent,Republican,Luttrell,68.1%,01,8th,"152,797",Texas 
/,Democratic,Jones,30.5%,01,8th,"68,485",Texas 
/,Libertarian Party,Eriksen,1.4%,01,8th,"3,117",Texas 
incumbent,Democratic,Green,76.7%,01,9th,"124,893",Texas 
/,Republican,Leon,23.3%,01,9th,"38,019",Texas 
incumbent,Republican,McCaul,63.3%,01,10th,"158,784",Texas 
/,Democratic,Nuno,34.3%,01,10th,"86,123",Texas 
/,Libertarian Party,Kelsey,2.4%,01,10th,"6,051",Texas 
incumbent,Republican,Pfluger,0,01,11th,0,Texas 
incumbent,Republican,Granger,64.3%,01,12th,"152,732",Texas 
/,Democratic,Hunt,35.7%,01,12th,"84,879",Texas 
incumbent,Republican,Jackson,75.4%,01,13th,"161,562",Texas 
/,Democratic,Brown,24.6%,01,13th,"52,739",Texas 
incumbent,Republican,Weber,68.6%,01,14th,"149,317",Texas 
/,Democratic,Williams,31.4%,01,14th,"68,386",Texas 
incumbent,Republican,De La Cruz,53.3%,01,15th,"80,869",Texas 
/,Democratic,Vallejo,44.8%,01,15th,"67,913",Texas 
/,Libertarian Party,Leone,1.9%,01,15th,"2,808",Texas 
incumbent,Democratic,Escobar,63.3%,01,16th,"94,266",Texas 
/,Republican,Armendariz-Jackson,36.7%,01,16th,"54,697",Texas 
incumbent,Republican,Sessions,66.5%,01,17th,"144,183",Texas 
/,Democratic,Woods,33.5%,01,17th,"72,647",Texas 
incumbent,Democratic,Jackson Lee,70.7%,01,18th,"109,968",Texas 
/,Republican,Montiel,26.2%,01,18th,"40,761",Texas 
/,Ind.,Duncan,1.8%,01,18th,"2,753",Texas 
/,Libertarian Party,Kurtz,1.3%,01,18th,"2,044",Texas 
incumbent,Republican,Arrington,80.4%,01,19th,"152,042",Texas 
/,Ind.,Lewis,19.6%,01,19th,"37,158",Texas 
incumbent,Democratic,Castro,68.4%,01,20th,"114,822",Texas 
/,Republican,Sinclair,31.6%,01,20th,"53,059",Texas 
incumbent,Republican,Roy,62.9%,01,21st,"206,786",Texas 
/,Democratic,Zapata,37.1%,01,21st,"121,936",Texas 
incumbent,Republican,Nehls,62.3%,01,22nd,"149,757",Texas 
/,Democratic,Jordan,35.5%,01,22nd,"85,440",Texas 
/,Libertarian Party,LeBlanc,2.2%,01,22nd,"5,362",Texas 
incumbent,Republican,Gonzales,55.9%,01,23rd,"116,172",Texas 
/,Democratic,Lira,38.7%,01,23rd,"80,430",Texas 
/,Ind.,Lopez,5.4%,01,23rd,"11,123",Texas 
incumbent,Republican,Van Duyne,59.8%,01,24th,"177,121",Texas 
/,Democratic,McDowell,40.2%,01,24th,"119,097",Texas 
incumbent,Republican,Williams,0,01,25th,0,Texas 
incumbent,Republican,Burgess,69.3%,01,26th,"183,379",Texas 
/,Libertarian Party,Kolls,30.7%,01,26th,"81,208",Texas 
incumbent,Republican,Cloud,64.5%,01,27th,"133,286",Texas 
/,Democratic,Perez,35.5%,01,27th,"73,370",Texas 
incumbent,Democratic,Cuellar,56.6%,01,28th,"93,393",Texas 
/,Republican,Garcia,43.4%,01,28th,"71,564",Texas 
incumbent,Democratic,Garcia,71.4%,01,29th,"71,379",Texas 
/,Republican,Schafranek,28.6%,01,29th,"28,635",Texas 
incumbent,Democratic,Crockett,75.0%,01,30th,"134,011",Texas 
/,Republican,Rodgers,21.8%,01,30th,"39,022",Texas 
/,Ind.,Manning,2.1%,01,30th,"3,807",Texas 
/,Libertarian Party,Gray,1.0%,01,30th,"1,862",Texas 
incumbent,Republican,Carter,0,01,31st,0,Texas 
incumbent,Democratic,Allred,65.3%,01,32nd,"115,350",Texas 
/,Republican,Swad,34.7%,01,32nd,"61,232",Texas 
incumbent,Democratic,Veasey,72.0%,01,33rd,"81,764",Texas 
/,Republican,Gillespie,25.6%,01,33rd,"29,099",Texas 
/,Libertarian Party,Ashby,2.4%,01,33rd,"2,736",Texas 
incumbent,Democratic,Gonzalez,52.7%,01,34th,"70,759",Texas 
/,Republican,Flores,44.3%,01,34th,"59,404",Texas 
/,Ind.,Royal,3.0%,01,34th,"4,076",Texas 
incumbent,Democratic,Casar,72.6%,01,35th,"129,084",Texas 
/,Republican,McQueen,27.4%,01,35th,"48,831",Texas 
incumbent,Republican,Babin,69.5%,01,36th,"145,142",Texas 
/,Democratic,Haire,30.5%,01,36th,"63,697",Texas 
incumbent,Democratic,Doggett,76.8%,01,37th,"219,149",Texas 
/,Republican,Garcia Sharon,21.0%,01,37th,"59,879",Texas 
/,Libertarian Party,Patterson,2.2%,01,37th,"6,329",Texas 
incumbent,Republican,Hunt,63.0%,01,38th,"162,992",Texas 
/,Democratic,Klussmann,35.5%,01,38th,"91,768",Texas 
/,Ind.,Dejean,1.5%,01,38th,"3,953",Texas 
incumbent,Republican,Moore,67.0%,UT,1st,"178,434",Utah 
/,Democratic,Jones,33.0%,UT,1st,"87,986",Utah 
incumbent,Republican,Stewart,59.7%,UT,2nd,"154,883",Utah 
/,Democratic,Mitchell,34.0%,UT,2nd,"88,224",Utah 
/,/,McFarland,3.3%,UT,2nd,"8,622",Utah 
/,/,Easley,3.0%,UT,2nd,"7,670",Utah 
incumbent,Republican,Curtis,64.4%,UT,3rd,"182,497",Utah 
/,Democratic,Wright,29.5%,UT,3rd,"83,687",Utah 
/,Libertarian Party,Stoddard,2.9%,UT,3rd,"8,287",Utah 
incumbent,Republican,Owens,61.1%,UT,4th,"155,110",Utah 
/,Democratic,McDonald,32.4%,UT,4th,"82,181",Utah 
/,/,Walker,6.6%,UT,4th,"16,740",Utah 
incumbent,Democratic,Becca Balint,62.7%,/,/,"175,484",Vermont 
/,Republican,Liam Madden,27.9%,/,/,"78,167",Vermont 
/,Libertarian Party,Ericka Redic,4.5%,/,/,"12,563",Vermont 
incumbent,Republican,Wittman,56.5%,03,1st,"197,789",Virginia 
/,Democratic,Jones,42.5%,03,1st,"148,884",Virginia 
/,Ind.,Foster,1.0%,03,1st,"3,391",Virginia 
incumbent,Republican,Kiggans,51.7%,03,2nd,"153,328",Virginia 
/,Democratic,Luria,48.3%,03,2nd,"143,219",Virginia 
incumbent,Democratic,Scott,67.4%,03,3rd,"139,659",Virginia 
/,Republican,Namkung,32.6%,03,3rd,"67,668",Virginia 
incumbent,Democratic,McEachin,64.4%,03,4th,"159,912",Virginia 
/,Republican,Benjamin,35.6%,03,4th,"88,587",Virginia 
incumbent,Republican,Good,57.7%,03,5th,"177,191",Virginia 
/,Democratic,Throneburg,42.3%,03,5th,"129,996",Virginia 
incumbent,Republican,Cline,64.5%,03,6th,"173,352",Virginia 
/,Democratic,Lewis,35.5%,03,6th,"95,410",Virginia 
incumbent,Democratic,Spanberger,52.3%,03,7th,"143,357",Virginia 
/,Republican,Vega,47.7%,03,7th,"130,586",Virginia 
incumbent,Democratic,Beyer,73.7%,03,8th,"197,760",Virginia 
/,Republican,Lipsman,24.8%,03,8th,"66,589",Virginia 
/,Ind.,Fikre,1.5%,03,8th,"4,078",Virginia 
incumbent,Republican,Griffith,73.4%,03,9th,"182,207",Virginia 
/,Democratic,DeVaughan,26.6%,03,9th,"66,027",Virginia 
incumbent,Democratic,Wexton,53.3%,03,10th,"157,405",Virginia 
/,Republican,Cao,46.7%,03,10th,"138,163",Virginia 
incumbent,Democratic,Connolly,66.9%,03,11th,"193,190",Virginia 
/,Republican,Myles,33.1%,03,11th,"95,634",Virginia 
incumbent,Democratic,DelBene,63.6%,01,1st,"181,992",Washington 
/,Republican,Cavaleri,36.4%,01,1st,"104,329",Washington 
incumbent,Democratic,Larsen,60.2%,01,2nd,"202,980",Washington 
/,Republican,Matthews,39.8%,01,2nd,"134,335",Washington 
incumbent,Democratic,Gluesenkamp Perez,50.4%,01,3rd,"160,314",Washington 
/,Republican,Kent,49.6%,01,3rd,"157,685",Washington 
incumbent,Republican,Newhouse,68.1%,01,4th,"150,619",Washington 
/,Democratic,White,31.9%,01,4th,"70,710",Washington 
incumbent,Republican,McMorris Rodgers,59.7%,01,5th,"188,648",Washington 
/,Democratic,Hill,40.3%,01,5th,"127,585",Washington 
incumbent,Democratic,Kilmer,60.1%,01,6th,"208,710",Washington 
/,Republican,Kreiselmaier,39.9%,01,6th,"138,754",Washington 
incumbent,Democratic,Jayapal,85.7%,01,7th,"295,998",Washington 
/,Republican,Moon,14.3%,01,7th,"49,207",Washington 
incumbent,Democratic,Schrier,53.4%,01,8th,"179,003",Washington 
/,Republican,Larkin,46.6%,01,8th,"155,976",Washington 
incumbent,Democratic,Smith,71.7%,01,9th,"171,746",Washington 
/,Republican,Basler,28.3%,01,9th,"67,631",Washington 
incumbent,Democratic,Strickland,57.1%,01,10th,"152,544",Washington 
/,Republican,Swank,42.9%,01,10th,"114,777",Washington 
incumbent,Republican,Miller,66.7%,WV,1st,"151,511",West Virginia 
/,Democratic,Watson,28.8%,WV,1st,"65,428",West Virginia 
/,Ind.,Fox-Spencer,4.5%,WV,1st,"10,257",West Virginia 
incumbent,Republican,Mooney,65.6%,WV,2nd,"160,493",West Virginia 
/,Democratic,Wendell,34.4%,WV,2nd,"84,278",West Virginia 
incumbent,Republican,Steil,54.1%,WI,1st,"162,566",Wisconsin 
/,Democratic,Roe,45.2%,WI,1st,"135,791",Wisconsin 
/,Ind.,Barman,0.7%,WI,1st,"2,247",Wisconsin 
incumbent,Democratic,Pocan,71.0%,WI,2nd,"268,740",Wisconsin 
/,Republican,Olsen,26.9%,WI,2nd,"101,889",Wisconsin 
/,Ind.,Alexander,2.0%,WI,2nd,"7,689",Wisconsin 
incumbent,Republican,Van Orden,51.8%,WI,3rd,"164,633",Wisconsin 
/,Democratic,Pfaff,48.2%,WI,3rd,"152,939",Wisconsin 
incumbent,Democratic,Moore,75.4%,WI,4th,"192,226",Wisconsin 
/,Republican,Rogers,22.6%,WI,4th,"57,660",Wisconsin 
/,Ind.,Raymond,2.0%,WI,4th,"5,165",Wisconsin 
incumbent,Republican,Fitzgerald,64.4%,WI,5th,"243,734",Wisconsin 
/,Democratic,Van Someren,35.6%,WI,5th,"134,572",Wisconsin 
incumbent,Republican,Grothman,0,WI,6th,0,Wisconsin 
incumbent,Republican,Tiffany,61.9%,WI,7th,"209,270",Wisconsin 
/,Democratic,Ausman,38.1%,WI,7th,"128,895",Wisconsin 
incumbent,Republican,Gallagher,73.5%,WI,8th,"223,806",Wisconsin 
/,Ind.,Boucher,16.0%,WI,8th,"48,757",Wisconsin 
/,Libertarian Party,VandenPlas,10.5%,WI,8th,"32,043",Wisconsin 
incumbent,Republican,Harriet Hageman,69.8%,/,/,"132,215",Wyoming 
/,Democratic,Lynnette GreyBull,24.9%,/,/,"47,241",Wyoming 
/,Libertarian Party,Richard Brubaker,2.9%,/,/,"5,420",Wyoming 
/,/,Marissa Selvig,2.4%,/,/,"4,503",Wyoming 
